label,url,brand,name,skin_type,spf,concern,concern2,concern3,key_ingredient,formulation,image
face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-set-of-face-wash--night-cream/7763175/buy,LOreal,Paris Set of Face Wash & Night Cream,Normal,,Pigmentation,Blackheads and Whiteheads,,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/clinique/clinique-id-moisturising-lotion--active-cartridge-concentrate-for-pores--uneven-texture/9080023/buy,Clinique,iD Moisturising Lotion+ & Active Cartridge Concentrate for Pores & Uneven Texture,Normal,,General Care,,,,Lotion,
face-moisturisers,https://www.myntra.com/face-moisturisers/forest-essentials/forest-essentials-facial-kumkumadi-night-cream-30g-/12443330/buy,Forest Essentials,Facial Kumkumadi Night Cream 30g,Normal,,Pigmentation,Acne or Blemishes,Deep Nourishment,Saffron,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/azani-active-care/azani-active-care-set-of-3-omega-repair-creams---80-gm-each/15322524/buy,Azani Active Care,Set Of 3 Omega+ Repair Creams - 80 gm Each,Normal,,Deep Nourishment,Dryness,Dull Skin,Omega-3 Fatty Acids,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/ponds/ponds-gold-beauty-night-cream-35-g/15157482/buy,Ponds,Gold Beauty Night Cream 35 g,Normal,,General Care,,,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/simple/simple-set-of-kind-to-skin-refreshing-facial-wash--hydrating-light-moisturiser/15064028/buy,Simple,Set Of Kind to Skin Refreshing Facial Wash & Hydrating Light Moisturiser,Normal,,Hydration,Pore Care,General Care,Vitamin E,Lotion,
face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-women-regenerist-advanced-anti-ageing-revitalizing-night-skin-cream-50-g/13509868/buy,Olay,Women Regenerist Advanced Anti-Ageing Revitalizing Night Skin Cream 50 g,Normal,,General Care,,,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/ustraa/ustraa-men-oily-skin-moisturising-cream-100g/13220398/buy,Ustraa,Men Oily Skin Moisturising Cream 100g,Oily,,Excess Oil,Softening and Smoothening,,Shea Butter,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/forest-essentials/forest-essentials-soundarya-anti-aging-radiance-cream-with-24k-gold--spf25-15g/13053154/buy,,,,,,,,,,
face-moisturisers,https://www.myntra.com/face-moisturisers/azani-active-care/azani-active-care-set-of-3-light-weight-anti-aging-cream-with-1-retinol---30-ml-each/15322520/buy,Azani Active Care,Set of 3 Light Weight Anti-Aging Cream with 1% Retinol - 30 ml Each,Normal,,Deep Nourishment,Skin Sagging,Uneven Skin Tone,Niacinamide,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-set-of-nourishing-night-creme---brightening-spf-25-gel-creme/15060512/buy,Lotus Herbals,Set of Nourishing Night Creme & Brightening SPF 25++ Gel Creme,Normal,15 to 30,Softening and Smoothening,,,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/lakme/-lakme-9-to-5-matte-moist-mattifying-moisturiser-with-green-tea--50-g/13698474/buy,Lakme,9 To 5 Matte Moist Mattifying Moisturiser with Green Tea- 50 g,Normal,,General Care,Dark Spots,Excess Oil,Green Tea,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/the-man-company/the-man-company-caffeine-face-moisturiser-with-coffee-arabica--shea-butter-50-g/13082050/buy,THE MAN COMPANY,Caffeine Face Moisturiser with Coffee Arabica & Shea Butter 50 g,All,,Fine Lines and Wrinkles,Pigmentation,General Care,Shea Butter,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/neutriderm/neutriderm-pre-makeup-skincare-combo-with-vitamin-e-moisturiser--dermavive-hydra-cleanser/15810248/buy,Neutriderm,Pre-Makeup Skincare Combo with Vitamin E Moisturiser & Dermavive Hydra Cleanser,Normal,,Hydration,Softening and Smoothening,Anti-Pollution,Vitamin E,Lotion,
face-moisturisers,https://www.myntra.com/face-moisturisers/just-herbs/just-herbs-unisex-herbal-nourishing-facial-massage-cream-100-g/11449220/buy,Just Herbs,Unisex Herbal Nourishing Facial Massage Cream 100 g,Dry,,Dryness,Deep Nourishment,General Care,Sandalwood,Cream,https://sslimages.shoppersstop.com/sys-master/images/h7e/hf5/14696521859102/206792528_9999.jpg_2000Wx3000H
face-moisturisers,https://www.myntra.com/face-moisturisers/azani-active-care/azani-active-care-pack-of-2-1-retinol-light-weight-anti-aging-cream-60ml/15322510/buy,Azani Active Care,Pack of 2 1% Retinol Light Weight Anti-Aging Cream 60ml,Normal,,Deep Nourishment,Dull Skin,Dark Spots,Niacinamide,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/innisfree/innisfree-derma-green-tea-probiotics-cream-50-ml/14768796/buy,Innisfree,Derma Green Tea Probiotics Cream 50 ml,Normal,,General Care,Softening and Smoothening,Deep Nourishment,Green Tea,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-regenerist-whip-uv-spf-30-active-moisturiser-50-ml/11318444/buy,Olay,Regenerist Whip UV SPF 30 Active Moisturiser 50 ml,Normal,15 to 30,Fine Lines and Wrinkles,Hydration,Sun Protection,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/estee-lauder/estee-lauder-daywear-face-moisturiser/1895558/buy,Estee Lauder,DayWear Face Moisturiser,Normal,15 to 30,Fine Lines and Wrinkles,,,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/the-face-shop/the-face-shop-chia-seed-range-hydro-cream-with-vit-b12-50-ml/10558952/buy,The Face Shop,Chia Seed Range Hydro Cream with Vit B12 50 ml,Normal,,Dryness,Dull Skin,Hydration,Vitamin E,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/forest-essentials/forest-essentials-soundarya-anti-aging-radiance-cream-with-24k-gold--spf25-50g/12529672/buy,,,,,,,,,,
face-moisturisers,https://www.myntra.com/face-moisturisers/garnier/garnier-women-skin-naturals-sun-control-daily-moisturiser-spf-15-50-ml/7085380/buy,Garnier,Women Skin Naturals Sun Control Daily Moisturiser SPF 15 50 ml,Combination,15 to 30,Fine Lines and Wrinkles,,,,Cream,https://images.shajgoj.com/wp-content/uploads/2018/09/garnier_skin_naturals_-_sun_control_daily_moisturizer_spf_15-600.jpg
face-moisturisers,https://www.myntra.com/face-moisturisers/azani-active-care/azani-active-care-face-moisturiser-for-dark-spot-acne-scars-blemishes-redness/15322502/buy,Azani Active Care,"Face Moisturiser for Dark Spot, Acne Scars, Blemishes, Redness",Normal,,Deep Nourishment,Acne or Blemishes,Dark Spots,Azelaic Acid,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/biotique/biotique-men-bio-orange-whitening-face-lotion-120-ml/2432711/buy,Biotique,Men Bio Orange Whitening Face Lotion 120 ml,Normal,,Uneven Skin Tone,General Care,Dull Skin,Vitamin C,Lotion,
face-moisturisers,https://www.myntra.com/face-moisturisers/carmesi/carmesi-acne-spot-corrector-10-ml/15103130/buy,CARMESI,Carmesi Acne Spot Corrector 10 ml,Normal,,Acne or Blemishes,General Care,Dryness,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/garnier/garnier-skin-naturals-light-lotion-125-ml/7404483/buy,,,,,,,,,,
face-moisturisers,https://www.myntra.com/face-moisturisers/minimalist/minimalist-sepicalm-3--oats--face-moisturiser-for-oily-acne-prone-skin---50-ml/14173094/buy,Minimalist,Sepicalm 3% + Oats Face Moisturiser For Oily Acne Prone Skin - 50 ml,Normal,,Dryness,Hydration,Dull Skin,Squalene,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-women-spf-30-regenerist-advanced-anti-ageing-micro-sculpting-cream-moisturiser-50-g/10443756/buy,Olay,Women SPF 30 Regenerist Advanced Anti-Ageing Micro-Sculpting Cream Moisturiser 50 g,Combination,15 to 30,Fine Lines and Wrinkles,,,Niacinamide,Cream,https://m.media-amazon.com/images/I/619uUVIjXkL.jpg
face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-set-of-revitalift-moisturizing-night-cream--skin-perfect-whitening-cream/14464506/buy,LOreal,Paris Set Of Revitalift Moisturizing Night Cream & Skin Perfect Whitening Cream,Normal,15 to 30,Skin Sagging,Hydration,,Retinol,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/skinatura/skinatura-pack-of-3-skin-whitening-spf-15-day-cream-with-vitamin-c--mulberry-extract/15321814/buy,Skinatura,Pack of 3 Skin Whitening SPF 15 Day Cream with Vitamin-C & Mulberry Extract,Normal,Below 15,Deep Nourishment,Softening and Smoothening,Sun Protection,Vitamin C,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/khadi-natural/khadi-natural-unisex-rose--honey-herbal-sustainable-moisturizer-210-ml/10287867/buy,Khadi Natural,Unisex Rose & Honey Herbal Sustainable Moisturizer 210 ml,All,,Fine Lines and Wrinkles,,,,Lotion,
face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-sustainable-set-of-2-whiteglow-skin-whitening--brightening-creme/9247279/buy,Lotus Herbals,Sustainable Set Of 2 Whiteglow Skin Whitening Brightening Creme,Normal,15 to 30,Softening and Smoothening,,,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/paulas-choice/paulas-choice-skin-balancing-ultra-sheer-daily-defense-spf-30-moisturizer-face-cream-60-ml/13437230/buy,Paulas Choice,Skin Balancing Ultra-sheer Daily Defense SPF 30 Moisturizer Face Cream 60 ml,Oily,30 and above,Dryness,Redness,Uneven Skin Tone,Salicylic Acid,Cream,https://m.media-amazon.com/images/I/71sc-q-ovlL.jpg
face-moisturisers,https://www.myntra.com/face-moisturisers/lakme/lakme-women-pack-of-2-absolute-perfect-radiance-skin-lightening-day-creme/7640344/buy,Lakme,Women Pack of 2 Absolute Perfect Radiance Skin Lightening Day Creme,Normal,,General Care,,,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/garnier/garnier-men-set-of-2-powerwhite-anti-pollution-brightening-moisturizer/12249190/buy,Garnier,Men Set of 2 PowerWhite Anti-Pollution Brightening Moisturizer,Normal,,,,,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/embryolisse/embryolisse-lait-creme-concentre-multifunction-moisturizer--primer-30-ml/10986158/buy,Embryolisse,Lait-Creme Concentre Multifunction Moisturizer & Primer 30 ml,Normal,,General Care,,,Shea Butter,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/azani-active-care/azani-active-care-unisex-pack-of-2-omega--repair-cream/15322504/buy,Azani Active Care,Unisex Pack of 2 Omega + Repair Cream,Normal,,Deep Nourishment,Deep Nourishment,Uneven Skin Tone,Omega-3 Fatty Acids,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/clinique/clinique-unisex-moisture-surge-intense-72h-lipid-replenishing-hydrator-50-ml/12779388/buy,Clinique,Unisex Moisture Surge Intense 72H Lipid-Replenishing Hydrator 50 ml,Normal,,General Care,,,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/neutrogena/neutrogena-hydro-boost-emulsion-face-moisturisers-50-g/10337731/buy,Neutrogena,Hydro Boost Emulsion Face Moisturisers 50 g,Dry,,General Care,,,,Cream,https://cdn.tirabeauty.com/v2/billowing-snowflake-434234/tira-p/wrkr/products/pictures/item/free/original/neutrogena/939479/0/i3ebnIjI-V-WpyMOCh2Tq-A3FbZTWAyr-939479_1.jpg?dpr=3
face-moisturisers,https://www.myntra.com/face-moisturisers/the-face-shop/the-face-shop-set-of-moisturizing-emulsion--moisturizing-toner/13538652/buy,The Face Shop,Set of Moisturizing Emulsion & Moisturizing Toner,Normal,,Dryness,Dull Skin,Deep Nourishment,Ceramides,Lotion,
face-moisturisers,https://www.myntra.com/face-moisturisers/dot--key/dot--key-night-reset-retinol--ceramide-sleep-treatment-cream-60-ml/12143320/buy,,,,,,,,,,
face-moisturisers,https://www.myntra.com/face-moisturisers/the-body-shop/the-body-shop-vitamin-e-range-sustainable-tea-tree-oil-for-blemished-skin-20-ml/11857518/buy,THE BODY SHOP,The Body Shop Vitamin E Range Sustainable Tea Tree Oil for Blemished Skin 20 ml,Normal,,Acne or Blemishes,,,Tea Tree,Oil,
face-moisturisers,https://www.myntra.com/face-moisturisers/vi-john/vi-john-women-set-of-6-saffron-fairness-cream-advanced/15390382/buy,VI-JOHN,Women Set of 6 Saffron Fairness Cream Advanced,Normal,15 to 30,Softening and Smoothening,Softening and Smoothening,Sun Protection,Vitamin E,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/biotique/biotique-advanced-bxl-cellular-whitening-cream-50-g/1661463/buy,Biotique,Advanced BXL Cellular Whitening Cream 50 g,Normal,,Uneven Skin Tone,Dull Skin,Hydration,Almond Oil,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-sustainable-white-glow-day-night-pack-with-facial-wash-60g--60g--100g/1353659/buy,Lotus Herbals,Sustainable White Glow Day Night Pack with Facial Wash 60g + 60g + 100g,Normal,,General Care,,,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/mcaffeine/mcaffeine-daily-skin-moisturizing--repair-kit---latte-coffee-routine/14539114/buy,MCaffeine,Daily Skin Moisturizing & Repair Kit - Latte Coffee Routine,Normal,,Deep Nourishment,Dryness,General Care,Caffeine,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-women-revitalift-laser-x3-day-cream-50ml/236320/buy,LOreal,Paris Women Revitalift Laser X3 Day Cream 50ml,Normal,,Fine Lines and Wrinkles,,,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/forest-essentials/forest-essentials-night-treatment-cream-sandalwood--saffron-50g-/12529728/buy,Forest Essentials,Night Treatment Cream Sandalwood & Saffron 50g,Dry,,Fine Lines and Wrinkles,Softening and Smoothening,Deep Nourishment,Sandalwood,Cream,https://insanescribblings.files.wordpress.com/2017/09/forest-essentials-sandalwoof-and-saffron-night-cream.jpg?w=523&h=507
face-moisturisers,https://www.myntra.com/face-moisturisers/azani-active-care/azani-active-care-pack-of-2-10-azelaic-acid-booster-face-cream/15322522/buy,Azani Active Care,Pack of 2 10% Azelaic Acid Booster Face Cream,Normal,,Deep Nourishment,Dark Spots,Acne or Blemishes,Azelaic Acid,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-revitalift-laser-x3-new-skin-anti--aging-night-cream-mask-50ml/577303/buy,LOreal,Paris Revitalift Laser X3 New Skin Anti- Aging Night Cream Mask 50ml,Normal,,Skin Sagging,,Hydration,Retinol,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/neutrogena/neutrogena-rapid-wrinkle-repair-night-moisturizer---29-ml/2427948/buy,Neutrogena,Rapid Wrinkle Repair Night Moisturizer - 29 ml,Combination,,Fine Lines and Wrinkles,Pigmentation,,Retinol,Cream,https://cdn.shopify.com/s/files/1/0485/2409/9735/products/images_32_c8f78a5b-c574-4537-8978-dbbd53b42b9f_600x600.jpg?v=1652078472
face-moisturisers,https://www.myntra.com/face-moisturisers/clinique/clinique-id-moisturising-lotion--active-cartridge-concentrate-for-lines--wrinkles/9080027/buy,Clinique,iD Moisturising Lotion & Active Cartridge Concentrate for Lines & Wrinkles,Normal,,General Care,,,,Lotion,
face-moisturisers,https://www.myntra.com/face-moisturisers/clinique/clinique-unisex-moisture-surge-intense-72h-lipid-replenishing-hydrator-30-ml/12779390/buy,Clinique,Unisex Moisture Surge Intense 72H Lipid-Replenishing Hydrator 30 ml,Normal,,General Care,,,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/-lotus-herbals-set-of-2-night-cremes/15060544/buy,Lotus Herbals,Set of 2 Night Cremes,Normal,,Pigmentation,,,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/the-man-company/the-man-company-multani-mitti--coco-butter-skin-brightening-cream-50-g/8191737/buy,THE MAN COMPANY,Multani Mitti & Coco Butter Skin Brightening Cream 50 g,Normal,,General Care,Acne or Blemishes,Skin Inflammation,Salicylic Acid,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/bioayurveda/bioayurveda-pearl-radiance-anti-pigmentation-face-cream-120-g/15444666/buy,BIOAYURVEDA,Pearl Radiance Anti-Pigmentation Face Cream 120 g,Normal,,Sun Protection,Pore Care,Redness,Aloe Vera,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-sustainable-whiteglow-skin-tightening--brightening-gel-creme-with-spf-25-40g/1920200/buy,Lotus Herbals,Sustainable WhiteGlow Skin Tightening Brightening Gel Creme with SPF 25 40g,Normal,15 to 30,Softening and Smoothening,,,,Gel,
face-moisturisers,https://www.myntra.com/face-moisturisers/clinique/clinique-moisture-surge-100h-auto-replenishing-hydrator-75ml/13378340/buy,,,,,,,,,,
face-moisturisers,https://www.myntra.com/face-moisturisers/wow-skin-science/wow-skin-science-10-in-1-10-in-1-active-miracle-no-parabens--mineral-oil-day-cream-50-ml/12689498/buy,WOW SKIN SCIENCE,10 in 1 10 in 1 Active Miracle No Parabens & Mineral Oil Day Cream 50 ml,Normal,15 to 30,General Care,,,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-spf-24-white-radiance-advanced-fairness-brightening-intensive-cream-50-g/10444706/buy,Olay,SPF 24 White Radiance Advanced Fairness Brightening Intensive Cream 50 g,Normal,15 to 30,,,,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/the-body-shop/the-body-shop-drops-of-light-sustainable-brightening-day-cream-50-ml/1677315/buy,THE BODY SHOP,Drops of Light Sustainable Brightening Day Cream 50 ml,Normal,,Hydration,Dull Skin,Dark Spots,Salicylic Acid,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/anastasia-beverly-hills/anastasia-beverly-hills-hydrating-oil-30-ml/15693908/buy,ANASTASIA BEVERLY HILLS,Hydrating Oil 30 ml,Normal,,Hydration,,,,Oil,
face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-sustainable-professional-phyto-rx-whitening--brightening-night-creme-50g/10365395/buy,Lotus Herbals,Sustainable Professional Phyto-Rx Whitening Brightening Night Creme 50g,Normal,,Dull Skin,,,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/mac/mac-studio-moisture-cream-50-ml/9590871/buy,M.A.C,Studio Moisture Cream 50 ml,Normal,,Dryness,Softening and Smoothening,Hydration,Green Tea Extracts,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/the-body-shop/the-body-shop-oils-of-life-intensely-revitalising-sustainable-sleeping-cream-80-ml/1677309/buy,THE BODY SHOP,Oils of Life Intensely Revitalising Sustainable Sleeping Cream 80 ml,Combination,15 to 30,Fine Lines and Wrinkles,Deep Nourishment,Softening and Smoothening,,Cream,https://www.thebodyshop.pk/storage/products/61dbc8e356fb3.jpg
face-moisturisers,https://www.myntra.com/face-moisturisers/innisfree/innisfree-jeju-pomegranate-revitalizing-emulsion-160ml/10858856/buy,Innisfree,Jeju Pomegranate Revitalizing Emulsion 160ml,All,,Fine Lines and Wrinkles,Hydration,Softening and Smoothening,,Lotion,
face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-set-of-day-creme--night-creme/15060532/buy,Lotus Herbals,Set of Day Creme & Night Creme,All,,Fine Lines and Wrinkles,,,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/seer-secrets/seer-secrets-active-face-defense-cream---50gms/15812346/buy,Seer Secrets,Active Face Defense Cream - 50gms,Normal,,,Skin Sagging,Dull Skin,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/neutrogena/neutrogena-women-set-of-norwegian-formula-spf-15-lip-moisturizer--hydro-boost-water-gel/9653839/buy,Neutrogena,Women Set of Norwegian Formula SPF 15 Lip Moisturizer & Hydro Boost Water Gel,Combination,,Hydration,Deep Nourishment,Dryness,Hyaluronic Acid,Gel,"https://m.media-amazon.com/images/I/61eSyhqIuuL._AC_UF1000,1000_QL80_.jpg"
face-moisturisers,https://www.myntra.com/face-moisturisers/good-vibes/good-vibes-unisex-pomegranate-rejuvenating-night-cream---50-g/15283642/buy,Good Vibes,Unisex Pomegranate Rejuvenating Night Cream - 50 g,All,,Softening and Smoothening,Hydration,Deep Nourishment,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/estee-lauder/estee-lauder-revitalizing-supreme-global-anti-aging-cell-power-creme-50ml/1895563/buy,Estee Lauder,Revitalizing Supreme+ Global Anti-Aging Cell Power Creme 50ml,All,,Fine Lines and Wrinkles,,,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/kaya-skin-clinic/kaya-skin-clinic-set-of-day--night-cream/2421532/buy,Kaya Skin Clinic,Set of Day & Night Cream,All,15 to 30,Pigmentation,Sun Protection,Dull Skin,Azelaic Acid,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/garnier/garnier-set-of-skin-naturals-wrinkle-lift-anti-ageing-cream--micellar-cleansing-water/13537302/buy,Garnier,Set of Skin Naturals Wrinkle Lift Anti-Ageing Cream & Micellar Cleansing Water,Normal,,Fine Lines and Wrinkles,Blackheads and Whiteheads,Dull Skin,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/seer-secrets/seer-secrets-multi-set-of-2-angelic-beauty-combo-540g/15910512/buy,Seer Secrets,"Multi Set of 2 Angelic Beauty Combo, 540g",Normal,,,Anti-Pollution,Dryness,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/neutrogena/neutrogena-oil-free--spf-15-face-moisturizer--115ml/6967604/buy,Neutrogena,Oil-Free SPF 15 Face Moisturizer 115ml,Oily,15 to 30,Sun Protection,,,,Cream,https://images-static.nykaa.com/media/catalog/product/9/3/9300607376074.1.jpg
face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-women-regenerist-advanced-anti-ageing-revitalising-night-cream-50-g/10443716/buy,Olay,Women Regenerist Advanced Anti-Ageing Revitalising Night Cream 50 g,All,,Fine Lines and Wrinkles,,,,Cream,
face-moisturisers,https://www.myntra.com/face-moisturisers/forest-essentials/forest-essentials-advanced-eternal-youth-formula-date--litchi-anti-aging-night-cream-50g/12529686/buy,,,,,,,,,,
